as_of_date,index_name,index_code,ticker,yahoo_ticker,name_cn,name_en,exchange,exchange_cn,weight_pct
2026-06-04,CSI 300,000300,000768,000768.SZ,中航西飞,AVIC XI'AN AIRCRAFT INDUSTRY GROUP COMPANY LTD.,Shenzhen Stock Exchange,深圳证券交易所,0.113
2026-06-04,CSI 300,000300,000776,000776.SZ,广发证券,"GF Securities Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.209
2026-06-04,CSI 300,000300,000786,000786.SZ,北新建材,Beijing New Building Materials Public Ltd Co,Shenzhen Stock Exchange,深圳证券交易所,0.088
2026-06-04,CSI 300,000300,000792,000792.SZ,盐湖股份,Qinghai Salt Lake Industry Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.366
2026-06-04,CSI 300,000300,000807,000807.SZ,云铝股份,Yunnan Aluminium Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.222
2026-06-04,CSI 300,000300,000858,000858.SZ,五 粮 液,Wuliangye Yibin Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.617
2026-06-04,CSI 300,000300,000876,000876.SZ,新 希 望,"NEW HOPE LIUHE CO., LTD",Shenzhen Stock Exchange,深圳证券交易所,0.067
2026-06-04,CSI 300,000300,000895,000895.SZ,双汇发展,Henan Shuanghui Investment & Development Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.097
2026-06-04,CSI 300,000300,000938,000938.SZ,紫光股份,"Unisplendour Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.215
2026-06-04,CSI 300,000300,000963,000963.SZ,华东医药,Huadong Medicine Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.095
2026-06-04,CSI 300,000300,000975,000975.SZ,山金国际,"Shanjin International Gold Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.14
2026-06-04,CSI 300,000300,000977,000977.SZ,浪潮信息,"Inspur Electronic Information Industry Co.,Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.249
2026-06-04,CSI 300,000300,000983,000983.SZ,山西焦煤,"Shanxi Coking Coal Energy Group Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.072
2026-06-04,CSI 300,000300,000999,000999.SZ,华润三九,China Resources Sanjiu Medical & Pharmaceutical Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.061
2026-06-04,CSI 300,000300,001391,001391.SZ,国货航,"Air China Cargo Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.019
2026-06-04,CSI 300,000300,001965,001965.SZ,招商公路,"China Merchants Expressway Network Technology Holdings Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.077
2026-06-04,CSI 300,000300,001979,001979.SZ,招商蛇口,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD",Shenzhen Stock Exchange,深圳证券交易所,0.119
2026-06-04,CSI 300,000300,002001,002001.SZ,新和成,Zhejiang NHU Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.169
2026-06-04,CSI 300,000300,002027,002027.SZ,分众传媒,"Focus Media Information Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.211
2026-06-04,CSI 300,000300,002028,002028.SZ,思源电气,"Siyuan Electric Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.471
2026-06-04,CSI 300,000300,002049,002049.SZ,紫光国微,"Unigroup Guoxin Microelectronics Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.202
2026-06-04,CSI 300,000300,002050,002050.SZ,三花智控,"ZHEJIANG SANHUA INTELLIGENT CONTROLS CO.,LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.388
2026-06-04,CSI 300,000300,002074,002074.SZ,国轩高科,"GUOXUAN HIGH-TECH CO.,LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.134
2026-06-04,CSI 300,000300,002142,002142.SZ,宁波银行,Bank of Ningbo Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.384
2026-06-04,CSI 300,000300,002179,002179.SZ,中航光电,"Jonhon Optronic Technology Co.,Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.173
2026-06-04,CSI 300,000300,002230,002230.SZ,科大讯飞,"Iflytek Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.415
2026-06-04,CSI 300,000300,002236,002236.SZ,大华股份,Zhejiang Dahua Technology Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.123
2026-06-04,CSI 300,000300,002241,002241.SZ,歌尔股份,GoerTek Inc,Shenzhen Stock Exchange,深圳证券交易所,0.249
2026-06-04,CSI 300,000300,002252,002252.SZ,上海莱士,Shanghai RAAS Blood Products Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.106
2026-06-04,CSI 300,000300,002304,002304.SZ,洋河股份,Jiangsu Yanghe Brewery Joint-Stock Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.102
2026-06-04,CSI 300,000300,002311,002311.SZ,海大集团,Guangdong Haid Group Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.146
2026-06-04,CSI 300,000300,002352,002352.SZ,顺丰控股,"S.F. Holding Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.314
2026-06-04,CSI 300,000300,002371,002371.SZ,北方华创,"NAURA Technology Group Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,1.021
2026-06-04,CSI 300,000300,002384,002384.SZ,东山精密,Suzhou Dongshan Precision Manufacturing Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,1.023
2026-06-04,CSI 300,000300,002415,002415.SZ,海康威视,Hangzhou Hikvision Digital Technology Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.419
2026-06-04,CSI 300,000300,002422,002422.SZ,科伦药业,Sichuan Kelun Pharmaceutical Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.152
2026-06-04,CSI 300,000300,002459,002459.SZ,晶澳科技,"JA Solar Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.068
2026-06-04,CSI 300,000300,002460,002460.SZ,赣锋锂业,Ganfeng Lithium Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.302
2026-06-04,CSI 300,000300,002463,002463.SZ,沪电股份,Wus Printed Circuit (Kunshan) Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.666
2026-06-04,CSI 300,000300,002466,002466.SZ,天齐锂业,"Tianqi Lithium Industries, Inc.",Shenzhen Stock Exchange,深圳证券交易所,0.243
2026-06-04,CSI 300,000300,002475,002475.SZ,立讯精密,"Luxshare Precision Industry Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,1.399
2026-06-04,CSI 300,000300,002493,002493.SZ,荣盛石化,Rongsheng Petro Chemical Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.126
2026-06-04,CSI 300,000300,002594,002594.SZ,比亚迪,BYD Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.978
2026-06-04,CSI 300,000300,002600,002600.SZ,领益智造,LINGYI iTECH (GUANGDONG) COMPANY,Shenzhen Stock Exchange,深圳证券交易所,0.199
2026-06-04,CSI 300,000300,002601,002601.SZ,龙佰集团,"LB Group Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.089
2026-06-04,CSI 300,000300,002625,002625.SZ,光启技术,"Kuang-Chi Technologies Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.227
2026-06-04,CSI 300,000300,002648,002648.SZ,卫星化学,"SATELLITE CHEMICAL CO., LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.147
2026-06-04,CSI 300,000300,002709,002709.SZ,天赐材料,"Guangzhou Tinci Materials Technology Co., Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.277
2026-06-04,CSI 300,000300,002714,002714.SZ,牧原股份,"MUYUAN FOODS GROUP CO., LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.389
2026-06-04,CSI 300,000300,002736,002736.SZ,国信证券,"GUOSEN SECURITIES CO., LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.116
2026-06-04,CSI 300,000300,002916,002916.SZ,深南电路,"Shennan Circuits Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.411
2026-06-04,CSI 300,000300,002920,002920.SZ,德赛西威,"Huizhou Desay SV Automotive Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.114
2026-06-04,CSI 300,000300,002938,002938.SZ,鹏鼎控股,"Avary Holding (Shenzhen) Co., Limited",Shenzhen Stock Exchange,深圳证券交易所,0.273
2026-06-04,CSI 300,000300,003816,003816.SZ,中国广核,"CGN Power Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.135
2026-06-04,CSI 300,000300,300014,300014.SZ,亿纬锂能,Eve Energy Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.297
2026-06-04,CSI 300,000300,300015,300015.SZ,爱尔眼科,Aier Eye Hospital Group Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.159
2026-06-04,CSI 300,000300,300033,300033.SZ,同花顺,"Hithink Royalflush Information Network Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.257
2026-06-04,CSI 300,000300,300059,300059.SZ,东方财富,East Money Information Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.907
2026-06-04,CSI 300,000300,300122,300122.SZ,智飞生物,Chongqing Zhifei Biological Products Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.061
2026-06-04,CSI 300,000300,300124,300124.SZ,汇川技术,Shenzhen Inovance Technology Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.523
2026-06-04,CSI 300,000300,300251,300251.SZ,光线传媒,Beijing Enlight Media Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.07
2026-06-04,CSI 300,000300,300274,300274.SZ,阳光电源,Sungrow Power Supply Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.967
2026-06-04,CSI 300,000300,300308,300308.SZ,中际旭创,"ZHONGJI INNOLIGHT CO., LTD.",Shenzhen Stock Exchange,深圳证券交易所,4.83
2026-06-04,CSI 300,000300,300316,300316.SZ,晶盛机电,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.125
2026-06-04,CSI 300,000300,300347,300347.SZ,泰格医药,"Hangzhou Tigermed Consulting Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.076
2026-06-04,CSI 300,000300,300394,300394.SZ,天孚通信,"Suzhou TFC Optical Communication Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.795
2026-06-04,CSI 300,000300,300408,300408.SZ,三环集团,"CHAOZHOU THREE-CIRCLE(GROUP)CO.,LTD",Shenzhen Stock Exchange,深圳证券交易所,0.647
2026-06-04,CSI 300,000300,300413,300413.SZ,芒果超媒,"Mango Excellent Media Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.049
2026-06-04,CSI 300,000300,300418,300418.SZ,昆仑万维,"Beijing Kunlun Tech Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.144
2026-06-04,CSI 300,000300,300433,300433.SZ,蓝思科技,"Lens Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.302
2026-06-04,CSI 300,000300,300442,300442.SZ,润泽科技,Range Intelligent Computing Technology Group Company Limited,Shenzhen Stock Exchange,深圳证券交易所,0.257
2026-06-04,CSI 300,000300,300476,300476.SZ,胜宏科技,"Victory Giant Technology (HuiZhou)Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.841
2026-06-04,CSI 300,000300,300498,300498.SZ,温氏股份,"GUANGDONGWENSFOODSTUFFGROUPCO.,LTD",Shenzhen Stock Exchange,深圳证券交易所,0.273
2026-06-04,CSI 300,000300,300502,300502.SZ,新易盛,"Eoptolink Technology Inc., Ltd",Shenzhen Stock Exchange,深圳证券交易所,2.629
2026-06-04,CSI 300,000300,300628,300628.SZ,亿联网络,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,Shenzhen Stock Exchange,深圳证券交易所,0.069
2026-06-04,CSI 300,000300,300661,300661.SZ,圣邦股份,SG Micro Corp.,Shenzhen Stock Exchange,深圳证券交易所,0.191
2026-06-04,CSI 300,000300,300750,300750.SZ,宁德时代,"Contemporary Amperex Technology Co., Limited.",Shenzhen Stock Exchange,深圳证券交易所,4.198
2026-06-04,CSI 300,000300,300759,300759.SZ,康龙化成,"Pharmaron Beijing Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.097
2026-06-04,CSI 300,000300,300760,300760.SZ,迈瑞医疗,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.345
2026-06-04,CSI 300,000300,300782,300782.SZ,卓胜微,Maxscend Microelectronics Company Limited,Shenzhen Stock Exchange,深圳证券交易所,0.14
2026-06-04,CSI 300,000300,300803,300803.SZ,指南针,"Beijing Compass Technology Development Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.123
2026-06-04,CSI 300,000300,300832,300832.SZ,新产业,"Shenzhen New Industries Biomedical Engineering Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.069
2026-06-04,CSI 300,000300,300866,300866.SZ,安克创新,"Anker Innovations Technology Co., Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.101
2026-06-04,CSI 300,000300,300896,300896.SZ,爱美客,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.059
2026-06-04,CSI 300,000300,300979,300979.SZ,华利集团,Huali Industrial Group Company Limited,Shenzhen Stock Exchange,深圳证券交易所,0.022
2026-06-04,CSI 300,000300,300999,300999.SZ,金龙鱼,"Yihai Kerry Arawana Holdings Co., Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.06
2026-06-04,CSI 300,000300,301236,301236.SZ,软通动力,"iSoftStone Information Technology (Group) Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.077
2026-06-04,CSI 300,000300,301269,301269.SZ,华大九天,"Empyrean Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.094
2026-06-04,CSI 300,000300,302132,302132.SZ,中航成飞,AVIC CHENGDU AIRCRAFT COMPANY LIMITED,Shenzhen Stock Exchange,深圳证券交易所,0.069
2026-06-04,CSI 300,000300,600000,600000.SS,浦发银行,Shanghai Pudong Development Bank Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.467
2026-06-04,CSI 300,000300,600009,600009.SS,上海机场,Shanghai International Airport Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.117
2026-06-04,CSI 300,000300,600010,600010.SS,包钢股份,Inner Mongolia Baotou Steel Union Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.2
2026-06-04,CSI 300,000300,600011,600011.SS,华能国际,Huaneng Power International Inc,Shanghai Stock Exchange,上海证券交易所,0.146
2026-06-04,CSI 300,000300,600015,600015.SS,华夏银行,Hua Xia Bank Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.16
2026-06-04,CSI 300,000300,600016,600016.SS,民生银行,China Minsheng Banking Corp Ltd,Shanghai Stock Exchange,上海证券交易所,0.33
2026-06-04,CSI 300,000300,600018,600018.SS,上港集团,Shanghai International Port (Group) Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.054
2026-06-04,CSI 300,000300,600019,600019.SS,宝钢股份,Baoshan Iron &Steel Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.197
2026-06-04,CSI 300,000300,600023,600023.SS,浙能电力,"Zhejiang Zheneng Electric Power Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.097
2026-06-04,CSI 300,000300,600025,600025.SS,华能水电,HuanengLancang River Hydropower Inc.,Shanghai Stock Exchange,上海证券交易所,0.069
2026-06-04,CSI 300,000300,600026,600026.SS,中远海能,"COSCO SHIPPING Energy Transportation Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.122
2026-06-04,CSI 300,000300,600027,600027.SS,华电国际,Huadian Power International Corporation Ltd,Shanghai Stock Exchange,上海证券交易所,0.082
2026-06-04,CSI 300,000300,600028,600028.SS,中国石化,China Petroleum & Chemical Corporation,Shanghai Stock Exchange,上海证券交易所,0.265
2026-06-04,CSI 300,000300,600029,600029.SS,南方航空,China Southern Airlines Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.111
2026-06-04,CSI 300,000300,600030,600030.SS,中信证券,CITIC Securities Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.952
2026-06-04,CSI 300,000300,600031,600031.SS,三一重工,Sany Heavy Industry Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.398
2026-06-04,CSI 300,000300,600036,600036.SS,招商银行,China Merchants Bank Co Ltd,Shanghai Stock Exchange,上海证券交易所,1.761
2026-06-04,CSI 300,000300,600039,600039.SS,四川路桥,Sichuan Road&Bridge Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.086
2026-06-04,CSI 300,000300,600048,600048.SS,保利发展,"Poly Developments and Holdings Group Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.155
2026-06-04,CSI 300,000300,600050,600050.SS,中国联通,China United Network Communications Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.255
2026-06-04,CSI 300,000300,600061,600061.SS,国投资本,"SDIC Capital Co., Ltd",Shanghai Stock Exchange,上海证券交易所,0.062
2026-06-04,CSI 300,000300,600066,600066.SS,宇通客车,Zhengzhou Yutong Bus Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.161
2026-06-04,CSI 300,000300,600085,600085.SS,同仁堂,Beijing Tongrentang Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.066
2026-06-04,CSI 300,000300,600089,600089.SS,特变电工,TBEA Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.48
2026-06-04,CSI 300,000300,600104,600104.SS,上汽集团,SAIC Motor Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.212
2026-06-04,CSI 300,000300,600111,600111.SS,北方稀土,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",Shanghai Stock Exchange,上海证券交易所,0.461
2026-06-04,CSI 300,000300,600115,600115.SS,中国东航,"China Eastern Airlines Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.14
2026-06-04,CSI 300,000300,600150,600150.SS,中国船舶,China CSSC Holdings Limited,Shanghai Stock Exchange,上海证券交易所,0.632
2026-06-04,CSI 300,000300,600160,600160.SS,巨化股份,Zhejiang Ju Hua Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.167
2026-06-04,CSI 300,000300,600161,600161.SS,天坛生物,Beijing Tiantan Biological Products Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.05
2026-06-04,CSI 300,000300,600176,600176.SS,中国巨石,"CHINA JUSHI CO., LTD.",Shanghai Stock Exchange,上海证券交易所,0.379
2026-06-04,CSI 300,000300,600183,600183.SS,生益科技,"Shengyi Technology Co.,Ltd.",Shanghai Stock Exchange,上海证券交易所,0.639
2026-06-04,CSI 300,000300,600188,600188.SS,兖矿能源,Yankuang Energy Group Company Limited,Shanghai Stock Exchange,上海证券交易所,0.146
2026-06-04,CSI 300,000300,600196,600196.SS,复星医药,Shanghai Fosun Pharmaceutical (Group) Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.111
2026-06-04,CSI 300,000300,600219,600219.SS,南山铝业,"Shandong Nanshan Aluminium Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.136
2026-06-04,CSI 300,000300,600233,600233.SS,圆通速递,"YTO Express Group Co.,Ltd.",Shanghai Stock Exchange,上海证券交易所,0.12
2026-06-04,CSI 300,000300,600276,600276.SS,恒瑞医药,Jiangsu Hengrui Medicine Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.839
2026-06-04,CSI 300,000300,600309,600309.SS,万华化学,"Wanhua Chemical Group Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.517
2026-06-04,CSI 300,000300,600346,600346.SS,恒力石化,"Hengli Petrochemical Co.,Ltd.",Shanghai Stock Exchange,上海证券交易所,0.136
2026-06-04,CSI 300,000300,600362,600362.SS,江西铜业,Jiangxi Copper Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.169
2026-06-04,CSI 300,000300,600372,600372.SS,中航机载,"AVIC Airborne Systems Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.101
2026-06-04,CSI 300,000300,600377,600377.SS,宁沪高速,Jiangsu Expressway Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.024
2026-06-04,CSI 300,000300,600406,600406.SS,国电南瑞,"NARI Technology Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.374
2026-06-04,CSI 300,000300,600415,600415.SS,小商品城,Zhejiang China Commodities City Group Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.131
2026-06-04,CSI 300,000300,600426,600426.SS,华鲁恒升,Shandong Hualu-Hengsheng Chemical Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.164
2026-06-04,CSI 300,000300,600436,600436.SS,片仔癀,Zhangzhou Pientzehuang Pharmaceutical Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.145
2026-06-04,CSI 300,000300,600438,600438.SS,通威股份,Tongwei Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.149
2026-06-04,CSI 300,000300,600460,600460.SS,士兰微,Hangzhou Silan Microelectronics Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.151
2026-06-04,CSI 300,000300,600482,600482.SS,中国动力,"China Shipbuilding Industry Group Power Co.,Ltd",Shanghai Stock Exchange,上海证券交易所,0.156
2026-06-04,CSI 300,000300,600489,600489.SS,中金黄金,Zhongjin Gold Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.244
2026-06-04,CSI 300,000300,600515,600515.SS,海南机场,"Hainan Airport Infrastructure Co., Ltd",Shanghai Stock Exchange,上海证券交易所,0.069
2026-06-04,CSI 300,000300,600519,600519.SS,贵州茅台,Kweichow Moutai Co Ltd,Shanghai Stock Exchange,上海证券交易所,3.108
2026-06-04,CSI 300,000300,600522,600522.SS,中天科技,Jiangsu Zhongtian Technologies Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.431
2026-06-04,CSI 300,000300,600547,600547.SS,山东黄金,Shandong Gold-Mining Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.195
2026-06-04,CSI 300,000300,600570,600570.SS,恒生电子,Hundsun Technologies Inc.,Shanghai Stock Exchange,上海证券交易所,0.138
2026-06-04,CSI 300,000300,600584,600584.SS,长电科技,"JCET Group Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.44
2026-06-04,CSI 300,000300,600585,600585.SS,海螺水泥,Anhui Conch Cement Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.181
2026-06-04,CSI 300,000300,600588,600588.SS,用友网络,"Yonyou Network Technology Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.08
2026-06-04,CSI 300,000300,600600,600600.SS,青岛啤酒,Tsingtao Brewery Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.081
2026-06-04,CSI 300,000300,600660,600660.SS,福耀玻璃,"Fuyao Glass Industry Group Co.,Ltd",Shanghai Stock Exchange,上海证券交易所,0.316
2026-06-04,CSI 300,000300,600674,600674.SS,川投能源,Sichuan Chuantou Energy Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.113
2026-06-04,CSI 300,000300,600690,600690.SS,海尔智家,"Haier Smart Home Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.293
2026-06-04,CSI 300,000300,600741,600741.SS,华域汽车,HUAYU Automotive Systems Company Limited,Shanghai Stock Exchange,上海证券交易所,0.099
2026-06-04,CSI 300,000300,600760,600760.SS,中航沈飞,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,Shanghai Stock Exchange,上海证券交易所,0.137
2026-06-04,CSI 300,000300,600795,600795.SS,国电电力,GD Power Development Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.172
2026-06-04,CSI 300,000300,600803,600803.SS,新奥股份,"ENN Ecological Holdings Co., Ltd.",Shanghai Stock Exchange,上海证券交易所,0.068
2026-06-04,CSI 300,000300,600809,600809.SS,山西汾酒,Shanxi Xinghuacun Fen Wine Factory Co Ltd,Shanghai Stock Exchange,上海证券交易所,0.234
