as_of_date,index_name,index_code,ticker,yahoo_ticker,name_cn,name_en,exchange,exchange_cn,weight_pct
2026-06-04,CSI 1000,000852,000813,000813.SZ,德展健康,Xinjiang Tianshan Wool Tex Stock Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.046
2026-06-04,CSI 1000,000852,000828,000828.SZ,东莞控股,Dongguan Development (Holdings) Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.045
2026-06-04,CSI 1000,000852,000829,000829.SZ,天音控股,"Telling Telecommunication Holding Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.074
2026-06-04,CSI 1000,000852,000833,000833.SZ,粤桂股份,"Guangxi Yuegui Guangye Holdings Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.101
2026-06-04,CSI 1000,000852,000837,000837.SZ,秦川机床,"Qinchuan Machine Tool & Tool Group Share Co., Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.077
2026-06-04,CSI 1000,000852,000848,000848.SZ,承德露露,He Bei Cheng De Lolo Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.054
2026-06-04,CSI 1000,000852,000860,000860.SZ,顺鑫农业,Beijing Shunxin Agriculture Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.064
2026-06-04,CSI 1000,000852,000875,000875.SZ,电投绿能,"SPIC Green Energy Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.196
2026-06-04,CSI 1000,000852,000880,000880.SZ,潍柴重机,"Weichai Heavy Machinery Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.075
2026-06-04,CSI 1000,000852,000885,000885.SZ,城发环境,"City Development Environment CO.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.027
2026-06-04,CSI 1000,000852,000899,000899.SZ,赣能股份,Jiangxi Ganneng Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.044
2026-06-04,CSI 1000,000852,000901,000901.SZ,航天科技,"Aerospace Hi-Tech Holding Group Co.,Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.114
2026-06-04,CSI 1000,000852,000902,000902.SZ,新洋丰,"Xinyangfeng Agricultural Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.088
2026-06-04,CSI 1000,000852,000913,000913.SZ,钱江摩托,Zhejiang Qianjiang Motorcycle Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.039
2026-06-04,CSI 1000,000852,000917,000917.SZ,电广传媒,Hunan TV & Broadcast Intermediary Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.121
2026-06-04,CSI 1000,000852,000923,000923.SZ,河钢资源,"HBIS Resources Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.076
2026-06-04,CSI 1000,000852,000927,000927.SZ,中国铁物,China Railway Materials Company Limited,Shenzhen Stock Exchange,深圳证券交易所,0.07
2026-06-04,CSI 1000,000852,000928,000928.SZ,中钢国际,"Sinosteel Engineering & Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.055
2026-06-04,CSI 1000,000852,000930,000930.SZ,中粮科技,"COFCO BIOTECHNOLOGY CO., LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.051
2026-06-04,CSI 1000,000852,000935,000935.SZ,四川双马,Sichuan Shuangma Cement Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.097
2026-06-04,CSI 1000,000852,000950,000950.SZ,重药控股,"C.Q.Pharmaceutical Holding Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.054
2026-06-04,CSI 1000,000852,000966,000966.SZ,长源电力,Guodian Changyuan Electric Power Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.081
2026-06-04,CSI 1000,000852,000969,000969.SZ,安泰科技,Advanced Technology & Materials Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.182
2026-06-04,CSI 1000,000852,000970,000970.SZ,中科三环,Beijing Zhong Ke San Huan High-Tech Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.117
2026-06-04,CSI 1000,000852,000990,000990.SZ,诚志股份,Chengzhi Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.075
2026-06-04,CSI 1000,000852,001203,001203.SZ,大中矿业,"Dazhong Mining Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.19
2026-06-04,CSI 1000,000852,001227,001227.SZ,兰州银行,"BANK OF LANZHOU CO., LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.091
2026-06-04,CSI 1000,000852,001236,001236.SZ,弘业期货,"Soho Holly Futures Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.027
2026-06-04,CSI 1000,000852,001287,001287.SZ,中电港,"Shenzhen CECport Technologies Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.106
2026-06-04,CSI 1000,000852,001301,001301.SZ,尚太科技,"Shijiazhuang Shangtai Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.147
2026-06-04,CSI 1000,000852,001308,001308.SZ,康冠科技,"Shenzhen KTC Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.024
2026-06-04,CSI 1000,000852,001309,001309.SZ,德明利,"Shenzhen Techwinsemi Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.938
2026-06-04,CSI 1000,000852,001337,001337.SZ,四川黄金,"Sichuan Gold Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.089
2026-06-04,CSI 1000,000852,001339,001339.SZ,智微智能,"JWIPC TECHNOLOGY CO., LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.085
2026-06-04,CSI 1000,000852,001356,001356.SZ,富岭股份,"Fuling Technology CO., LTD",Shenzhen Stock Exchange,深圳证券交易所,0.019
2026-06-04,CSI 1000,000852,001382,001382.SZ,新亚电缆,"Guangdong Xinyaguang Cable Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.018
2026-06-04,CSI 1000,000852,001914,001914.SZ,招商积余,"China Merchants Property Operation & Service Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.044
2026-06-04,CSI 1000,000852,002003,002003.SZ,伟星股份,Zhejiang Weixing Industrial Development Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.071
2026-06-04,CSI 1000,000852,002004,002004.SZ,华邦健康,"HUAPONT LIFE SCIENCES CO., LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.077
2026-06-04,CSI 1000,000852,002006,002006.SZ,精工科技,"Zhejiang Jinggong Integration Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.076
2026-06-04,CSI 1000,000852,002010,002010.SZ,传化智联,"Transfar Zhilian Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.079
2026-06-04,CSI 1000,000852,002011,002011.SZ,盾安环境,Zhejiang Dun'an Artificial Environment Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.086
2026-06-04,CSI 1000,000852,002015,002015.SZ,协鑫能科,"GCL Energy Technology Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.245
2026-06-04,CSI 1000,000852,002017,002017.SZ,东信和平,"Eastcompeace Techonlogy Co.,Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.061
2026-06-04,CSI 1000,000852,002019,002019.SZ,亿帆医药,"YIFAN PHARMACEUTICAL CO.,LTD",Shenzhen Stock Exchange,深圳证券交易所,0.082
2026-06-04,CSI 1000,000852,002020,002020.SZ,京新药业,Zhejiang Jingxin Pharmaceutical Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.087
2026-06-04,CSI 1000,000852,002023,002023.SZ,海特高新,Sichuan Haite High-tech Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.07
2026-06-04,CSI 1000,000852,002036,002036.SZ,联创电子,"LianChuang Electronic Technology Co., Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.105
2026-06-04,CSI 1000,000852,002038,002038.SZ,双鹭药业,Beijing SL Pharmaceutical Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.046
2026-06-04,CSI 1000,000852,002041,002041.SZ,登海种业,Shandong Denghai Seeds Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.033
2026-06-04,CSI 1000,000852,002043,002043.SZ,兔宝宝,Dehua TB New Decoration Material Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.071
2026-06-04,CSI 1000,000852,002045,002045.SZ,国光电器,Guoguang Electric Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.044
2026-06-04,CSI 1000,000852,002046,002046.SZ,国机精工,"SINOMACH PRECISION INDUSTRY Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.153
2026-06-04,CSI 1000,000852,002048,002048.SZ,宁波华翔,Ningbo Huaxiang Electronic Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.137
2026-06-04,CSI 1000,000852,002051,002051.SZ,中工国际,China CAMC Engineering Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.059
2026-06-04,CSI 1000,000852,002053,002053.SZ,云南能投,"Yunnan Energy Investment CO.,LTD",Shenzhen Stock Exchange,深圳证券交易所,0.034
2026-06-04,CSI 1000,000852,002060,002060.SZ,广东建工,"Guangdong Construction Engineering Group Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.043
2026-06-04,CSI 1000,000852,002061,002061.SZ,浙江交科,"Zhejiang Communications Technology Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.052
2026-06-04,CSI 1000,000852,002063,002063.SZ,远光软件,YGSOFT Inc.,Shenzhen Stock Exchange,深圳证券交易所,0.097
2026-06-04,CSI 1000,000852,002068,002068.SZ,黑猫股份,Jiangxi Black Cat Carbon Black Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.045
2026-06-04,CSI 1000,000852,002073,002073.SZ,软控股份,Mesnac Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.062
2026-06-04,CSI 1000,000852,002075,002075.SZ,沙钢股份,Jiangsu Shagang Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.074
2026-06-04,CSI 1000,000852,002077,002077.SZ,大港股份,Jiangsu Dagang Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.064
2026-06-04,CSI 1000,000852,002079,002079.SZ,苏州固锝,Suzhou Good-Ark Electronics Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.085
2026-06-04,CSI 1000,000852,002081,002081.SZ,金螳螂,Suzhou Gold Mantis Construction Decoration Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.106
2026-06-04,CSI 1000,000852,002091,002091.SZ,江苏国泰,"Jiangsu Guotai International Group Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.094
2026-06-04,CSI 1000,000852,002093,002093.SZ,国脉科技,"Guomai Technologies,Inc.",Shenzhen Stock Exchange,深圳证券交易所,0.04
2026-06-04,CSI 1000,000852,002096,002096.SZ,易普力,"EXPLOSIVE CO.,LTD",Shenzhen Stock Exchange,深圳证券交易所,0.055
2026-06-04,CSI 1000,000852,002097,002097.SZ,山河智能,Sunward  Intelligent Equipment Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.069
2026-06-04,CSI 1000,000852,002099,002099.SZ,海翔药业,Zhejiang Hisoar Pharmaceutical Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.067
2026-06-04,CSI 1000,000852,002100,002100.SZ,天康生物,"Xinjiang Tecon Animal Husbandry Bio-Technology Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.078
2026-06-04,CSI 1000,000852,002101,002101.SZ,广东鸿图,Guangdong Hongtu Technology (Holdings) Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.032
2026-06-04,CSI 1000,000852,002104,002104.SZ,恒宝股份,Hengbao Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.091
2026-06-04,CSI 1000,000852,002110,002110.SZ,三钢闽光,"Sansteel Minguang Co.,Ltd.Fujian",Shenzhen Stock Exchange,深圳证券交易所,0.041
2026-06-04,CSI 1000,000852,002121,002121.SZ,科陆电子,Shenzhen Clou Electronics Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.104
2026-06-04,CSI 1000,000852,002123,002123.SZ,梦网科技,"MONTNETS CLOUD TECHNOLOGY GROUP CO.,LTD",Shenzhen Stock Exchange,深圳证券交易所,0.072
2026-06-04,CSI 1000,000852,002125,002125.SZ,湘潭电化,Xiangtan Electrochemical Scientific Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.06
2026-06-04,CSI 1000,000852,002127,002127.SZ,南极电商,"NanJi E-Commerce Co., LTD",Shenzhen Stock Exchange,深圳证券交易所,0.055
2026-06-04,CSI 1000,000852,002139,002139.SZ,拓邦股份,Shenzhen Topband Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.139
2026-06-04,CSI 1000,000852,002145,002145.SZ,钛能化学,"Tinergy Chemical Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.124
2026-06-04,CSI 1000,000852,002149,002149.SZ,西部材料,Western Metal Materials Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.221
2026-06-04,CSI 1000,000852,002151,002151.SZ,北斗星通,Beijing Bdstar Navigation Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.16
2026-06-04,CSI 1000,000852,002158,002158.SZ,汉钟精机,Shanghai Hanbell Precise Machinery Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.07
2026-06-04,CSI 1000,000852,002163,002163.SZ,海南发展,"Hainan Development Holdings Nanhai Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.065
2026-06-04,CSI 1000,000852,002170,002170.SZ,芭田股份,Shenzhen Batian Ecotypic Engineering Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.096
2026-06-04,CSI 1000,000852,002171,002171.SZ,楚江新材,"Anhui Truchum Advanced Materials and Technology Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.167
2026-06-04,CSI 1000,000852,002174,002174.SZ,游族网络,"YOUZU Interactive CO., LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.119
2026-06-04,CSI 1000,000852,002176,002176.SZ,江特电机,Jiangxi Special Electric Motor Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.216
2026-06-04,CSI 1000,000852,002182,002182.SZ,宝武镁业,"BAOWU MAGNESIUM TECHNOLOGY CO., LTD",Shenzhen Stock Exchange,深圳证券交易所,0.107
2026-06-04,CSI 1000,000852,002183,002183.SZ,怡亚通,Eternal Asia Supply Chain Management Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.12
2026-06-04,CSI 1000,000852,002192,002192.SZ,融捷股份,"YOUNGY Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.181
2026-06-04,CSI 1000,000852,002194,002194.SZ,武汉凡谷,"Wuhan Fingu Electronic Technology Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.05
2026-06-04,CSI 1000,000852,002204,002204.SZ,大连重工,Dalian Huarui Heavy Industry Group Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.064
2026-06-04,CSI 1000,000852,002212,002212.SZ,天融信,Topsec Technologies Group Inc.,Shenzhen Stock Exchange,深圳证券交易所,0.084
2026-06-04,CSI 1000,000852,002215,002215.SZ,诺普信,Shenzhen Noposion Agrochemicals Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.069
2026-06-04,CSI 1000,000852,002216,002216.SZ,三全食品,"Sanquan Food Co., Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.052
2026-06-04,CSI 1000,000852,002219,002219.SZ,新里程,"New Journey Health Technology Group Co.,Ltd",Shenzhen Stock Exchange,深圳证券交易所,0.063
2026-06-04,CSI 1000,000852,002221,002221.SZ,东华能源,Oriental Energy Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.065
2026-06-04,CSI 1000,000852,002222,002222.SZ,福晶科技,Castech Inc.,Shenzhen Stock Exchange,深圳证券交易所,0.407
2026-06-04,CSI 1000,000852,002226,002226.SZ,江南化工,Anhui Jiangnan Chemical Industry Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.073
2026-06-04,CSI 1000,000852,002233,002233.SZ,塔牌集团,Guangdong Tapai Group Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.075
2026-06-04,CSI 1000,000852,002237,002237.SZ,恒邦股份,Shandong Humon Smelting Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.124
2026-06-04,CSI 1000,000852,002239,002239.SZ,奥特佳,"Aotecar New Energy Technology Group Co.,Ltd.",Shenzhen Stock Exchange,深圳证券交易所,0.08
2026-06-04,CSI 1000,000852,002242,002242.SZ,九阳股份,Joyoung Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.03
2026-06-04,CSI 1000,000852,002243,002243.SZ,力合科创,"SHENZHEN LEAGUER CO.,LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.059
2026-06-04,CSI 1000,000852,002245,002245.SZ,蔚蓝锂芯,Jiangsu Azure Corporation,Shenzhen Stock Exchange,深圳证券交易所,0.38
2026-06-04,CSI 1000,000852,002249,002249.SZ,大洋电机,Zhongshan Broad-ocean Motor Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.158
2026-06-04,CSI 1000,000852,002251,002251.SZ,步步高,Better Life Commercial Chain Share Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.099
2026-06-04,CSI 1000,000852,002254,002254.SZ,泰和新材,"TAYHO ADVANCED MATERIALS GROUP CO.,LTD.",Shenzhen Stock Exchange,深圳证券交易所,0.087
2026-06-04,CSI 1000,000852,002258,002258.SZ,利尔化学,Lier Chemical Co Ltd,Shenzhen Stock Exchange,深圳证券交易所,0.064
